feature,spearman
qtd_eventos_sinistro,0.9890118481252063
qtd_servico_CONSULTA,0.929675323102223
qtd_carater_eletivo,0.7921829335753511
qtd_conta_ATENDIMENTO AMBULATORIAL,0.7806461747863298
qtd_esp_clin_geral,0.7550966740895816
qtd_carater_urgencia,0.6987175190442415
qtd_conta_PRONTO SOCORRO,0.6986943591294135
qtd_esp_outros,0.6891436491602617
pct_urgencia,0.6846302270589895
qtd_servico_LABORATÓRIO,0.5255266919195796
qtd_servico_ULTRA-SONOGRAFIA,0.4439544285368384
qtd_esp_lab_imagem,0.3994097317272144
qtd_servico_RADIOLOGIA,0.3772253345338047
qtd_conta_EXTERNO,0.3326606206470487
qtd_esp_gine,0.31103307818918013
qtd_esp_orto,0.29963009752688513
qtd_esp_cardio,0.2845599579356034
qtd_servico_FISIOTERAPIA,0.21421819109709525
qtd_esp_oftal,0.21027809296072014
qtd_servico___OUTROS__,0.1934261000653371
qtd_servico_TOMOGRAFIA,0.17528239999858572
qtd_servico_RESSONÂNCIA MAGNÉTICA,0.16536861845529674
qtd_servico_ACUPUNTURA,0.1619320959079527
qtd_servico_CARDIOLOGIA,0.16074510143006138
qtd_esp_ped,0.15130018509089646
qtd_esp_cirurg,0.14412435695070586
qtd_servico_ENDOSCOPIA,0.13452605051165223
qtd_servico_CIRURGICO,0.13059263321086262
idade,0.12520910995458057
qtd_servico_CLÍNICO,0.12492008348470879
sexo,0.12402780680567344
qtd_esp_otorrino,0.12103815589937604
qtd_esp_psiq,0.12074494634577453
qtd_esp_neuro,0.11966420284280242
qtd_conta_INTERNADO,0.10841488108599252
qtd_esp_derm,0.10756956002062133
qtd_servico_TERAPIA,0.08854557572335786
tipo_cadastro,-0.05855758598351454
qtd_servico_DIÁRIA,0.054261657033165205
qtd_servico_QUIMIOTERAPIA,0.05361095095282078
