feature,spearman
qtd_eventos_sinistro,0.9915419624646301
qtd_servico_CONSULTA,0.9241364253515332
qtd_carater_eletivo,0.8025827016716658
qtd_esp_outros,0.7078546906733668
qtd_conta_ATENDIMENTO AMBULATORIAL,0.702798671734698
qtd_esp_clin_geral,0.6941551444508091
qtd_carater_urgencia,0.6426644275828237
qtd_conta_PRONTO SOCORRO,0.6424391711594148
pct_urgencia,0.629762540816743
qtd_conta_EXTERNO,0.5558832486154947
qtd_servico_LABORATÓRIO,0.514051397744965
qtd_servico_ULTRA-SONOGRAFIA,0.4067955568317846
qtd_esp_gine,0.3335752383813366
qtd_servico_RADIOLOGIA,0.3322229242205246
qtd_conta_NA,0.30875952033676657
qtd_esp_cardio,0.2920752854084722
qtd_servico___OUTROS__,0.2730177138107894
qtd_esp_orto,0.25770960430223633
qtd_servico_CARDIOLOGIA,0.23900996991356924
qtd_servico_CIRURGICO,0.21449995133750874
qtd_conta_INTERNADO,0.18896240123383612
qtd_esp_oftal,0.18879978955559265
qtd_servico_CLÍNICO,0.18384167116563738
idade,0.18092029109427518
qtd_servico_FISIOTERAPIA,0.17321562124609904
qtd_esp_cirurg,0.17103547306836456
qtd_esp_ped,0.16827271223745857
qtd_servico_TOMOGRAFIA,0.16761075917276938
qtd_esp_derm,0.16222046009776278
tipo_cadastro,-0.15205578122005414
qtd_esp_neuro,0.15085782733853867
qtd_esp_lab_imagem,0.14282513295167154
qtd_servico_ACUPUNTURA,0.13315416772394262
qtd_esp_psiq,0.12884866915307652
qtd_esp_otorrino,0.12483874085245168
qtd_servico_RESSONÂNCIA MAGNÉTICA,0.11451421408436012
qtd_servico_ENDOSCOPIA,0.11083149296161929
sexo,0.10786247079096158
qtd_servico_DIÁRIA,0.08358218201249315
