feature,spearman
qtd_eventos_sinistro,0.9926487641817172
qtd_servico_CONSULTA,0.9323959027363116
qtd_carater_eletivo,0.7379875426695682
qtd_esp_clin_geral,0.7224359030530291
qtd_conta_ATENDIMENTO AMBULATORIAL,0.7220730709522933
qtd_carater_urgencia,0.7174217018409056
pct_urgencia,0.7109030826891786
qtd_conta_PRONTO SOCORRO,0.7051892244364146
qtd_esp_outros,0.6462739082350203
qtd_servico_LABORATÓRIO,0.4725991534271437
qtd_esp_lab_imagem,0.4257511888378132
qtd_servico_ULTRA-SONOGRAFIA,0.3778480701557376
qtd_servico_RADIOLOGIA,0.36479982528814403
qtd_esp_gine,0.2811021134747266
qtd_esp_oftal,0.2698964216128881
qtd_servico___OUTROS__,0.26859942298055234
qtd_conta_EXTERNO,0.25804449444284033
qtd_esp_cardio,0.23245026377095487
qtd_esp_orto,0.22302002997109202
qtd_servico_CARDIOLOGIA,0.19812078678633915
qtd_esp_ped,0.19662881145475497
qtd_servico_CIRURGICO,0.18759398440334674
qtd_servico_FISIOTERAPIA,0.18021146998867904
qtd_servico_TOMOGRAFIA,0.17979373356780973
qtd_esp_psiq,0.17967017277863173
qtd_conta_INTERNADO,0.1641813549561844
qtd_esp_cirurg,0.15721235566602357
qtd_esp_neuro,0.15122051839446615
qtd_esp_otorrino,0.1500053174417467
qtd_servico_RESSONÂNCIA MAGNÉTICA,0.14214545062085576
qtd_servico_ENDOSCOPIA,0.12690557015218704
qtd_esp_derm,0.11916820113190196
valor_faturamento,-0.11541794560518624
qtd_servico_ACUPUNTURA,0.10412136052098131
qtd_servico_CLÍNICO,0.09650860079026015
sexo,-0.09451325746359522
qtd_servico_DIÁRIA,0.0918411036456265
idade,0.07372575195426183
qtd_servico_TERAPIA,0.0646021368706514
qtd_servico_QUIMIOTERAPIA,0.045863026249952664
tipo_cadastro,0.032388840616561755
