feature,spearman
qtd_eventos_sinistro,0.9831114599784473
qtd_servico_CONSULTA,0.9337748643844999
qtd_esp_clin_geral,0.7787395224452679
qtd_carater_urgencia,0.76847292987932
qtd_conta_PRONTO SOCORRO,0.7645291568870525
pct_urgencia,0.7499444815469666
qtd_carater_eletivo,0.6330044802203294
qtd_conta_ATENDIMENTO AMBULATORIAL,0.6300264688887883
qtd_esp_outros,0.5251168705297665
qtd_servico_LABORATÓRIO,0.4365846653570632
qtd_esp_lab_imagem,0.43186516685032483
qtd_servico_RADIOLOGIA,0.3931135499107437
qtd_servico_ULTRA-SONOGRAFIA,0.3410458164698061
qtd_esp_cardio,0.2315667655701097
qtd_servico___OUTROS__,0.22973827718292275
qtd_esp_orto,0.21083058052073145
qtd_esp_gine,0.20162898852074024
qtd_esp_oftal,0.19933779617901712
qtd_servico_CARDIOLOGIA,0.19792237299618162
qtd_servico_TOMOGRAFIA,0.18492884981296004
qtd_esp_ped,0.17415906011480164
qtd_conta_EXTERNO,0.16342427098698917
qtd_esp_psiq,0.16018594345078052
qtd_esp_derm,0.15235080568306344
qtd_servico_FISIOTERAPIA,0.13754710508723092
qtd_esp_neuro,0.12427226553100869
qtd_conta_INTERNADO,0.11816759145699735
qtd_servico_CIRURGICO,0.11784347852702495
qtd_servico_CLÍNICO,0.11777021765041962
qtd_esp_otorrino,0.11466724847367203
qtd_esp_cirurg,0.10244216661825521
idade,0.09894132545602016
tipo_cadastro,-0.09334857970254506
qtd_servico_RESSONÂNCIA MAGNÉTICA,0.08911760704800614
qtd_servico_DIÁRIA,0.07459506651932113
qtd_servico_ENDOSCOPIA,0.07420013537332458
qtd_servico_ACUPUNTURA,0.06248720325303969
qtd_servico_TERAPIA,0.06112688129342787
valor_faturamento,-0.03277340347919048
sexo,0.0035654481451023595
