feature,spearman
qtd_eventos_sinistro,0.9923834478307476
qtd_servico_CONSULTA,0.9154363914701865
qtd_carater_eletivo,0.7322191109235132
qtd_conta_ATENDIMENTO AMBULATORIAL,0.7322191109235132
qtd_esp_clin_geral,0.7029730346073706
qtd_carater_urgencia,0.6986566695193026
pct_urgencia,0.6921988759739629
qtd_conta_PRONTO SOCORRO,0.6912016818315813
qtd_esp_outros,0.6701054707565774
qtd_servico_LABORATÓRIO,0.49245820890790315
qtd_esp_lab_imagem,0.4111530947018971
qtd_servico_ULTRA-SONOGRAFIA,0.37524979323784985
qtd_servico_RADIOLOGIA,0.3577501108384606
qtd_servico___OUTROS__,0.28575615307584784
qtd_esp_gine,0.27773356673220173
qtd_esp_cardio,0.24984262820763256
qtd_esp_oftal,0.23138100722675845
qtd_esp_orto,0.2307269895065544
qtd_servico_CARDIOLOGIA,0.20216372818071301
qtd_servico_FISIOTERAPIA,0.2004615574292417
qtd_esp_psiq,0.19945443972394694
qtd_esp_derm,0.18180462378049062
qtd_servico_TOMOGRAFIA,0.1643511022205257
qtd_esp_neuro,0.16134280254124003
qtd_esp_ped,0.1613242652299776
qtd_esp_otorrino,0.15288065558806543
qtd_servico_CIRURGICO,0.1446828970733117
qtd_servico_RESSONÂNCIA MAGNÉTICA,0.14338622314108124
qtd_conta_INTERNADO,0.1376874676259899
sexo,-0.10783830222506553
qtd_servico_ENDOSCOPIA,0.10674676812436719
qtd_servico_ACUPUNTURA,0.10455384931519705
qtd_servico_CLÍNICO,0.09159899982022866
qtd_esp_cirurg,0.0808258179897619
qtd_servico_DIÁRIA,0.07989172369575015
idade,0.05980525610847276
qtd_servico_TERAPIA,0.04584840020625659
tipo_cadastro,0.03901211808950957
valor_faturamento,0.015761186613948326
