feature,spearman
qtd_eventos_sinistro,0.9910774880974192
qtd_servico_CONSULTA,0.9277317691144532
qtd_carater_eletivo,0.7986050242362346
qtd_conta_ATENDIMENTO AMBULATORIAL,0.7850158569112653
qtd_esp_outros,0.7038733647715594
qtd_esp_clin_geral,0.6594206419379158
qtd_carater_urgencia,0.6492794323796172
qtd_conta_PRONTO SOCORRO,0.6492794323796172
pct_urgencia,0.639660178253732
qtd_servico_LABORATÓRIO,0.5310896084032845
qtd_esp_lab_imagem,0.4284773277028732
qtd_servico_ULTRA-SONOGRAFIA,0.3913065908480671
qtd_servico_RADIOLOGIA,0.37864340808054947
qtd_conta_EXTERNO,0.32133356593875373
qtd_esp_gine,0.3030951658746953
qtd_servico___OUTROS__,0.29256486576028035
qtd_esp_cardio,0.2779717531434946
qtd_esp_oftal,0.25088607819373887
qtd_servico_CARDIOLOGIA,0.2361528491921777
qtd_esp_orto,0.2345168716453959
qtd_servico_FISIOTERAPIA,0.21493396332622558
qtd_esp_psiq,0.20555495611336247
qtd_esp_ped,0.19442917095005394
qtd_servico_CIRURGICO,0.18169608362384165
qtd_esp_derm,0.168391423896066
qtd_esp_neuro,0.1666989429723077
qtd_servico_TOMOGRAFIA,0.16298358373282018
qtd_servico_CLÍNICO,0.1594339226995193
qtd_esp_otorrino,0.14976636692361792
sexo,-0.14791470291307252
qtd_servico_ACUPUNTURA,0.1438953416219798
qtd_servico_RESSONÂNCIA MAGNÉTICA,0.13768110943350598
idade,0.13613392862677148
qtd_servico_ENDOSCOPIA,0.12115406095946256
qtd_servico_DIÁRIA,0.0945427742470393
qtd_esp_cirurg,0.09037355570164271
qtd_servico_TERAPIA,0.0802150787102299
qtd_servico_QUIMIOTERAPIA,0.044563417639389556
tipo_cadastro,-0.03620446216712955
