feature,spearman
qtd_eventos_sinistro,0.9933457252495705
qtd_carater_eletivo,0.9592757678533478
qtd_servico_CONSULTA,0.942700414709156
qtd_esp_outros,0.8268312128738377
qtd_conta_ATENDIMENTO AMBULATORIAL,0.6992266439563989
qtd_esp_clin_geral,0.6716130815350395
qtd_conta_PRONTO SOCORRO,0.6654039987440605
qtd_servico_LABORATÓRIO,0.6327267261516407
qtd_conta_EXTERNO,0.6192108479073407
qtd_conta_ELETIVO,0.4445608432964541
qtd_servico_ULTRA-SONOGRAFIA,0.4016802456118045
qtd_servico_RADIOLOGIA,0.40159833201239725
qtd_esp_gine,0.3412547722010518
qtd_esp_orto,0.27698869153260103
qtd_servico_TOMOGRAFIA,0.2710128345639716
qtd_esp_ped,0.2692654282867015
qtd_carater_urgencia,0.2679043076839591
pct_urgencia,0.26741069245212573
qtd_esp_oftal,0.23807494477629318
qtd_servico_FISIOTERAPIA,0.22881849467170925
qtd_conta_INTERNADO,0.2212261218917839
qtd_servico_CIRURGICO,0.19728807076600446
qtd_servico_CLÍNICO,0.19170232994026923
qtd_servico___OUTROS__,0.18961737075712468
qtd_esp_derm,0.16821682629740933
qtd_servico_DIÁRIA,0.1554886649740643
qtd_esp_cardio,0.14727396942213805
idade,0.13808139319427026
qtd_servico_ACUPUNTURA,0.12702621265687644
qtd_esp_otorrino,0.11981208412676984
qtd_servico_RESSONÂNCIA MAGNÉTICA,0.116989246963821
qtd_esp_neuro,0.10634671519865437
qtd_esp_cirurg,0.09902488869220441
tipo_cadastro,-0.09513625480521785
qtd_servico_CARDIOLOGIA,0.09191108902652971
qtd_servico_ENDOSCOPIA,0.07694044503770237
sexo,0.0751602612271437
qtd_conta_URGÊNCIA \ EMERGÊNCIA,0.047536290600791176
