feature,spearman
qtd_eventos_sinistro,0.9836802760855147
qtd_servico_CONSULTA,0.913198918008969
qtd_esp_clin_geral,0.767447383515824
qtd_carater_urgencia,0.7400188238546929
qtd_conta_PRONTO SOCORRO,0.7354219819653677
pct_urgencia,0.7161307459899757
qtd_carater_eletivo,0.6969108569154767
qtd_conta_ATENDIMENTO AMBULATORIAL,0.599061613397299
qtd_conta_EXTERNO,0.5674649069146475
qtd_esp_outros,0.55296796916938
qtd_servico_LABORATÓRIO,0.47770174072283705
qtd_servico_ULTRA-SONOGRAFIA,0.4119465215811801
qtd_servico_RADIOLOGIA,0.35042222682027074
qtd_esp_orto,0.31925995332246476
qtd_servico___OUTROS__,0.3087097315728841
qtd_esp_gine,0.27553438374078687
qtd_esp_lab_imagem,0.2754270793834833
qtd_esp_oftal,0.24423712239222561
qtd_servico_TOMOGRAFIA,0.2348452258134493
qtd_conta_INTERNADO,0.18946464352792028
qtd_servico_FISIOTERAPIA,0.18910623332614235
tipo_cadastro,-0.1885193594623238
qtd_servico_CIRURGICO,0.18655751120035163
idade,0.18406366313569864
qtd_esp_cardio,0.17809510214063318
qtd_esp_psiq,0.1713794058795616
qtd_servico_CARDIOLOGIA,0.16264848621437877
qtd_esp_derm,0.14135089369395762
qtd_esp_ped,0.1331311717541442
qtd_esp_cirurg,0.13250720300645621
qtd_esp_neuro,0.12581081962714513
qtd_servico_DIÁRIA,0.12539082406054497
qtd_servico_ENDOSCOPIA,0.1234843621384639
qtd_esp_otorrino,0.11803741438189336
qtd_servico_ACUPUNTURA,0.11332583546013288
qtd_servico_CLÍNICO,0.10897496253171728
qtd_servico_RESSONÂNCIA MAGNÉTICA,0.09856962340461313
sexo,-0.09159026996093703
valor_faturamento,-0.0488378236467284
