feature,spearman
qtd_eventos_sinistro,0.9859795635422791
qtd_carater_eletivo,0.9667262536452184
qtd_servico_CONSULTA,0.8743618903565888
qtd_esp_outros,0.7129899041813365
qtd_conta_ATENDIMENTO AMBULATORIAL,0.6386497311207929
qtd_esp_clin_geral,0.6315034536856283
qtd_conta_PRONTO SOCORRO,0.6153978132221152
qtd_conta_EXTERNO,0.5943742036881071
qtd_servico_LABORATÓRIO,0.5444231401123787
qtd_servico_ULTRA-SONOGRAFIA,0.36591194098071217
qtd_servico_RADIOLOGIA,0.33925190150523216
qtd_esp_gine,0.29509841070764986
qtd_conta_NA,0.28564646117649195
qtd_esp_ped,0.2501689309482261
qtd_esp_cardio,0.24514020591754596
qtd_esp_orto,0.2348996848114904
qtd_esp_oftal,0.23393218678553132
qtd_esp_lab_imagem,0.22102106617813388
qtd_servico___OUTROS__,0.20532859826485247
qtd_servico_CARDIOLOGIA,0.1933629074143098
idade,0.17673663515103522
qtd_servico_TOMOGRAFIA,0.1705037444747153
qtd_servico_CIRURGICO,0.16772841074951206
qtd_esp_derm,0.16187052618973602
qtd_conta_INTERNADO,0.15551947384752257
qtd_esp_psiq,0.14232331791532896
qtd_servico_FISIOTERAPIA,0.14010445434581387
qtd_esp_neuro,0.12466496023078114
qtd_carater_urgencia,0.12237978317498112
pct_urgencia,0.12237510564451126
tipo_cadastro,-0.11484037438900942
qtd_esp_otorrino,0.11461761238255042
qtd_servico_RESSONÂNCIA MAGNÉTICA,0.11339854336124078
qtd_esp_cirurg,0.11032616281784108
qtd_servico_DIÁRIA,0.09392595050134982
qtd_servico_ENDOSCOPIA,0.09105054009765201
qtd_servico_CLÍNICO,0.0742743297424372
qtd_servico_QUIMIOTERAPIA,0.04660114279881223
sexo,0.0297105674220889
