feature,spearman
qtd_eventos_sinistro,0.9876308966417856
qtd_servico_CONSULTA,0.9079316069854582
qtd_carater_eletivo,0.7925378651512337
qtd_conta_ATENDIMENTO AMBULATORIAL,0.7602861368622598
qtd_esp_outros,0.6864161076207692
qtd_esp_clin_geral,0.6389546159900105
qtd_carater_urgencia,0.6292035005314861
qtd_conta_PRONTO SOCORRO,0.6242240980481717
pct_urgencia,0.6217180329984524
qtd_servico_LABORATÓRIO,0.48270590992395884
qtd_servico_ULTRA-SONOGRAFIA,0.42518103261159834
qtd_esp_lab_imagem,0.41003362415159383
qtd_conta_EXTERNO,0.36019834686133767
qtd_servico_RADIOLOGIA,0.31511972153576695
qtd_esp_gine,0.2892760564621899
qtd_esp_cardio,0.27137282778532873
qtd_servico___OUTROS__,0.2555629831922783
qtd_esp_ped,0.25530684781456786
qtd_esp_orto,0.2433566544129995
qtd_servico_CARDIOLOGIA,0.2405731349619728
qtd_servico_TOMOGRAFIA,0.2393036126835182
qtd_esp_oftal,0.23303309222914362
qtd_servico_FISIOTERAPIA,0.20020581245423227
qtd_servico_CIRURGICO,0.18727375150300282
qtd_servico_CLÍNICO,0.1791783435501436
qtd_esp_otorrino,0.17306208161280617
qtd_esp_neuro,0.16883522125282613
qtd_servico_RESSONÂNCIA MAGNÉTICA,0.16148138820350802
qtd_conta_INTERNADO,0.15786141633151174
qtd_esp_cirurg,0.14938432903996512
qtd_esp_derm,0.13449484882470733
qtd_esp_psiq,0.13418238445155165
qtd_servico_ENDOSCOPIA,0.12817583525170623
qtd_servico_ACUPUNTURA,0.12422154618267994
idade,0.11296209268145531
qtd_servico_DIÁRIA,0.10522921549978467
qtd_servico_TERAPIA,0.09563817480673051
sexo,-0.07896298345666292
tipo_cadastro,-0.02844961245311469
