feature,spearman
qtd_eventos_sinistro,0.9873198125096336
qtd_servico_CONSULTA,0.9335071746257764
qtd_esp_clin_geral,0.7382029008864306
qtd_carater_urgencia,0.730162760729181
qtd_conta_PRONTO SOCORRO,0.7290409466108805
pct_urgencia,0.7116333847480679
qtd_carater_eletivo,0.6998607454050835
qtd_conta_ATENDIMENTO AMBULATORIAL,0.6835284663791006
qtd_esp_outros,0.629414856962379
qtd_servico_LABORATÓRIO,0.49134924202437685
qtd_esp_lab_imagem,0.42529005212985405
qtd_servico_RADIOLOGIA,0.3830696545944512
qtd_servico_ULTRA-SONOGRAFIA,0.3606762672524732
qtd_esp_gine,0.2807433692096429
qtd_conta_EXTERNO,0.27271693289434057
qtd_esp_cardio,0.2583255286749916
qtd_servico_FISIOTERAPIA,0.22419288520791333
qtd_esp_orto,0.21893570740924956
qtd_servico_TERAPIA,0.19297176386628348
qtd_esp_oftal,0.19188957314697785
qtd_servico_CARDIOLOGIA,0.189840272851802
qtd_servico_TOMOGRAFIA,0.184985897807094
qtd_esp_ped,0.18245983661846646
qtd_esp_psiq,0.18244017045869568
qtd_servico___OUTROS__,0.18116979930612948
qtd_conta_INTERNADO,0.17174561674416663
qtd_servico_CIRURGICO,0.1651300234206874
qtd_esp_derm,0.1635311396196946
qtd_esp_neuro,0.15935330277432494
qtd_servico_ACUPUNTURA,0.14233584593735962
qtd_servico_CLÍNICO,0.13402261091511256
qtd_servico_DIÁRIA,0.12138572406543989
qtd_servico_RESSONÂNCIA MAGNÉTICA,0.10858471509290253
sexo,-0.09736077347935125
qtd_esp_cirurg,0.09398410296259344
qtd_esp_otorrino,0.08958320296313728
qtd_servico_ENDOSCOPIA,0.07961234234056223
idade,0.050091258565737984
tipo_cadastro,-0.019185143075206693
