feature,spearman
qtd_eventos_sinistro,0.9852622601933305
qtd_servico_CONSULTA,0.9049617941899649
qtd_carater_eletivo,0.7879866202564705
qtd_conta_ATENDIMENTO AMBULATORIAL,0.7690274400950444
qtd_esp_outros,0.7004280662985031
qtd_esp_clin_geral,0.6875243300863065
qtd_carater_urgencia,0.6300410158206932
qtd_conta_PRONTO SOCORRO,0.6269007229002587
pct_urgencia,0.6213398096721586
qtd_servico_LABORATÓRIO,0.5637973694610976
qtd_servico_ULTRA-SONOGRAFIA,0.4483199013408933
qtd_esp_lab_imagem,0.32084351875624983
qtd_conta_EXTERNO,0.31451772285916796
qtd_esp_gine,0.30733057296695593
qtd_servico_RADIOLOGIA,0.28253268762201755
qtd_esp_oftal,0.23808616198399374
qtd_esp_cardio,0.23340582237743332
qtd_esp_orto,0.22347095900650038
qtd_servico_CARDIOLOGIA,0.19427358685128868
qtd_servico_FISIOTERAPIA,0.18977078639203804
qtd_servico___OUTROS__,0.18071828999885015
qtd_esp_neuro,0.16794508471582192
qtd_conta_INTERNADO,0.16609599033732564
qtd_esp_ped,0.15987651981089737
qtd_servico_TOMOGRAFIA,0.15683919277259595
qtd_servico_CIRURGICO,0.1557438441973336
qtd_servico_RESSONÂNCIA MAGNÉTICA,0.13500882405505021
qtd_servico_ACUPUNTURA,0.12741028700575976
qtd_esp_cirurg,0.12476575834727766
qtd_esp_otorrino,0.12340035465818515
idade,0.12105566231699158
qtd_esp_derm,0.12069372146443151
qtd_servico_CLÍNICO,0.11456806774826411
qtd_servico_ENDOSCOPIA,0.11227816763929027
qtd_esp_psiq,0.10654775714379452
sexo,0.10388699453109836
qtd_servico_TERAPIA,0.10379643069001755
qtd_servico_DIÁRIA,0.07900502870890416
qtd_servico_QUIMIOTERAPIA,0.07680281630258849
tipo_cadastro,-0.04955306486464707
